date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:50:39	67770/67770	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20May%202023%2017:50:39%20GMT	/en/projects/point-150e	C:/My%20Web%20Sites/canwood//en/projects/point-150e.html	(from /en)
22:50:40	38424/38424	---M--	200	added ('OK')	image/jpeg	etag:%22ce765bf27db9d4506b6f88bdf3aee491%22	https://media.jaygroupplc.pl/box/v1/uploads/media/5c056ffe57168/point-150e-00.jpg	C:/My%20Web%20Sites/canwood/media.jaygroupplc.pl/box/v1/uploads/media/5c056ffe57168/point-150e-00.jpg	(from /en)
22:50:41	65741/65741	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20May%202023%2017:50:40%20GMT	/en/projects/point-151e	C:/My%20Web%20Sites/canwood//en/projects/point-151e.html	(from /en)
22:50:41	42534/42534	---M--	200	added ('OK')	image/jpeg	etag:%222969a1f48c685f2f9338d724bef9d584%22	https://media.jaygroupplc.pl/box/v1/uploads/media/5c057081701f6/point-151e-1b.jpg	C:/My%20Web%20Sites/canwood/media.jaygroupplc.pl/box/v1/uploads/media/5c057081701f6/point-151e-1b.jpg	(from /en)
22:50:42	65359/65359	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20May%202023%2017:50:42%20GMT	/en/projects/point-157e	C:/My%20Web%20Sites/canwood//en/projects/point-157e.html	(from /en)
22:50:43	35048/35048	---M--	200	added ('OK')	image/jpeg	etag:%222c64776cc8f2c84d2b5efab9e840f98a%22	https://media.jaygroupplc.pl/box/v1/uploads/media/644a54a73760f/point154e-1a-1pop-photo-2.jpg	C:/My%20Web%20Sites/canwood/media.jaygroupplc.pl/box/v1/uploads/media/644a54a73760f/point154e-1a-1pop-photo-2.jpg	(from /en)
22:50:44	66554/66554	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20May%202023%2017:50:43%20GMT	/en/projects/point-156e	C:/My%20Web%20Sites/canwood//en/projects/point-156e.html	(from /en)
22:50:44	35588/35588	---M--	200	added ('OK')	image/jpeg	etag:%22d68d9c6a8e27ec8ceabb005b039e2afb%22	https://media.jaygroupplc.pl/box/v1/uploads/media/5c38e11d0ca0e/point156e.jpg	C:/My%20Web%20Sites/canwood/media.jaygroupplc.pl/box/v1/uploads/media/5c38e11d0ca0e/point156e.jpg	(from /en)
22:50:46	67782/67782	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20May%202023%2017:50:45%20GMT	/en/projects/point-158a-e	C:/My%20Web%20Sites/canwood//en/projects/point-158a-e.html	(from /en)
22:50:46	37287/37287	---M--	200	added ('OK')	image/jpeg	etag:%22446a53fde50e74be37638c0b55d430b0%22	https://media.jaygroupplc.pl/box/v1/uploads/media/5c38e131e5ac8/point158e-1a-17.jpg	C:/My%20Web%20Sites/canwood/media.jaygroupplc.pl/box/v1/uploads/media/5c38e131e5ac8/point158e-1a-17.jpg	(from /en)
22:50:47	64908/64908	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20May%202023%2017:50:47%20GMT	/en/projects/point-160e	C:/My%20Web%20Sites/canwood//en/projects/point-160e.html	(from /en)
